name,price,disc_price,brand,product_details,ratings,num_ratings
Dermask Water Jet Soothing Hydra Solution (1 Sheet),S$4.10,NaN,DR.JART+,NaN,4.82 stars,22 reviews
Green Tea Seed Eye Cream (30ml),S$35.90,S$26.70,INNISFREE,"Green tea does more than give you a midday pick-me-up after a heavy lunch, it's fantastic for your skin too! Innisfree's harnessed the goodness of green tea seeds from Jeju island to provide the skin with moisturization and protection from external factors. This lightweight eye cream absorbs quickly into the skin and contains fresh green tea that's rich in amino acids to hydrate the skin from within. It also helps to prevent moisture loss, keeping your delicate under eye area feeling hydrated and supple all day.",4.60 stars,210 reviews
AHA BHA PHA 30 Days Miracle Serum (50ml),S$29.70,NaN,SOME BY MI,NaN,4.37 stars,49 reviews
Seoyang Tangguk DIET Black Coffee (10sticks),S$19.10,S$14.60,0SAENG-BOGAM,"What if we told you that just a cup or two of coffee everyday could help keep you slim and feeling great? These black coffee formulas are made with green coffee bean extract and L-Carnitine to help reduce body fat. The beans come in a premium dark roast and contain no sugar for a robust, delicious taste. Try these out for yourself today!",3.92 stars,48 reviews
Sebum-removing Cotton Swab,S$2.90,NaN,THE SAEM,"Keep those fingers away: there's a new tool in town to remove blackheads and sebum! These innovative swabs from The Saem come with a cotton bud tip on one end, and a sebum remover with a hole on the other. Just gently press onto your nose using the remover, then wipe away whatever gunk that comes out with the other end. You'll be left with smooth, clean skin in a flash!",4.47 stars,70 reviews
Jeju Volcanic Black Head Out Balm (30g),S$6.90,NaN,INNISFREE,"Absolutely can't stand painful peel-off pore packs that pull out blackheads by the root? Innisfree's Jeju Volcanic Black Head Out Balm is here to save you the trouble (and the pain)! Formulated with Jeju volcanic scoria, this balm uses an oil pulling method to extract the impurities and sebum, essentially removing and dissolving them as it melts on your skin. Not only does this product purify your pores, it also moisturises your skin, leaving behind supple, fresh skin that looks and feels clean.",4.33 stars,267 reviews
Water Bank Eye Gel EX (25ml),S$58.70,S$45.30,LANEIGE,"Refreshingly cool, Laneige's Water Bank Eye Gel is infused with nourishing bilberry extracts to keep your eye area hydrated while it reduces puffiness around tired eyes. It also contains calendula and ginkgo leaf extracts to soothe irritations as well as encourage blood circulation, preventing damage to the delicate eye area and reducing dark circles. This baby isn't just about instant improvement, it also retains moisture for 24 hours for supple, revitalized eyes so you look fresh all day.",4.65 stars,248 reviews
Bio Essence Intensive Conditioning (168ml),S$80,S$55.40,IOPE,"We're pretty sure IOPE's Bio Essence Intensive Conditioning is unicorn's tears blessed by a magician (though it doesn't actually say that in the ingredients) because this product claims to improve your complexion in as little as 3 days! Made with an enhanced Bio-redox potion that contains over 60 million bio-enzymes per bottle, this essence optimises skin condition by hydrating, brightening and smoothening it for a radiant, supple complexion. With its lightweight, fast-absorbing formula, it's not hard to see why this product is one of IOPE's best sellers and is vastly popular in Korea.",4.72 stars,156 reviews
Water Bank Moisture Cream EX (50ml),S$60.30,S$47.40,LANEIGE,"Dry skin can be such a pain (literally!), and we thank our lucky stars Laneige's Water Bank Moisture Cream EX is here to save our skins! This rich moisturizer is infused with olive squalene to strengthen the skin's defense barrier, while 6 types of essential minerals and 3 types of vitamins are ionized to penetrate deep into the layers of the skin, making this effective instantly on dry skins. This isn't just about instant gratification: it's moisturising properties hold up a good 24 hours, making sure your skin stays soft and supple all day.",4.79 stars,78 reviews
Waterful Green Bamboo Pads (80ea),S$23,S$11,ALTHEA,What is it? Moisture pads that preps skin with maximum hydration in one step,4.87 stars,178 reviews
Cream Skin Refiner (150ml),S$45.70,S$38.50,LANEIGE,"Quench your thirsty and dehydrated skin with LANEIGE Cream Skin Refiner. It is an effective cream toner rich in moisturizing and hydrating properties extracted from White Tea Leaf Water to improve the skin’s moisture barrier. This product is a result of all the goodness found in a moisturizer melted into toner format. A must-have toner for dry and dehydrated skin types!

Caution: Avoid applying the product to wounded areas.",4.66 stars,86 reviews
Petal Velvet Sunaway Mini (12ml),S$5,S$3,ALTHEA,"Shield your skin from the sun's rays and give it some petal protection with Althea's Petal Velvet Sunaway! Ultra lightweight, this invisible sunscreen is formulated with Hyaluronic Acid that plumps the skin and Damask rose extracts, ensuring that your complexion stays fresh and hydrated throughout the day without any streakiness or a white cast. It has an SPF of 50+ and PA++++, so your skin'll be kept protected all day. As part of the Petal Velvet line, it also contains micro-powder particles that give you a smooth, petal-like complexion. Note this is the 12ml travel size version.",4.75 stars,20 reviews
Power 10 Formula PO Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas will give your skin a little boost according to your skin's needs. This PO Effector is a powerful serum that minimizes enlarged pores for a smooth complexion. Formulated with Houttuynia Cordata extract, this lightweight concentrate is fast-absorbing and applies on without leaving behind any sticky residue while regulating sebum control, balancing out the moisture and oil levels of the skin.",4.61 stars,255 reviews
Rose Water Gel Cream (80ml),S$25.50,NaN,MAMONDE,"Give your skin some lovin' with Mamonde's Rose Water Gel Cream! With the extracts of Bulgarian Damask roses, this lightweight, non-sticky gel soothes dryness and calms irritations while keeping the complexion nice and hydrated. The nutrients of these roses are preserved using a special low-temperature distillation process, ensuring your skin gets as much TLC as possible. We're also absolutely in love with the romantic scent of this product!",4.46 stars,46 reviews
Midnight Blue Calming Sheet Mask (25ml),S$4.50,NaN,"DEAR, KLAIRS",NaN,4.97 stars,38 reviews
Skin Relief Spot Film Gel (15ml),S$7,S$3,ALTHEA,NaN,4.09 stars,218 reviews
Fresh Herb Origin Serum (50ml),S$37.20,S$26,NACIFIC,NaN,4.46 stars,301 reviews
Carbonated Bubble Clay Mask (100ml),S$15,S$10.50,ELIZAVECCA,"Watch as the Elizavecca Carbonated Bubble Clay Mask transforms before your very eyes! This super fun, self-bubbling pack contains a mix of fabulous ingredients like mud, collagen, green tea, charcoal and carbonated water to clarify, rejuvenate and condition the skin. It draws out impurities and prevents blackheads while ensuring that the skin is left feeling soft, supple and hydrated. The skin-tertainment aspect of this product makes it even better when shared with your favorite girls on a night in!",4.64 stars,228 reviews
Pore Tightening Fresh Toner (300ml),S$23.10,S$16.80,RIRE,"Oily, pore-blematic skin has finally met its match with Rire's Pore Tightening Fresh Toner! This refreshing toner controls excess sebum and cleanses deep into the pores, effectively shrinking them and removing blackheads for an even complexion. Don't worry about drying out your skin though: it's got hydrating ingredients to ensure your skin still feels soft and supple to the touch. Use together with Rire Peeling Cotton Pad for the best results!",4.54 stars,358 reviews
Phyto Niacin Whitening Essence (50ml),S$35.90,S$26,NACIFIC,"Looking for bright ideas for your skin? Try out the Phyto Niacin Whitening Essence: a lightweight, non-sticky concentrate that evens out and brightens the skin for a radiant, dewy complexion. With niacinamide as its star ingredients, this product inhibits melanin production in the skin while still ensuring it's kept hydrated and soothed throughout it all. You'll be left with bouncy, glowy skin that's bright and supple to the touch.",4.75 stars,504 reviews
Ruby & Bulgarian Rose Eye Patch (60 Patches),S$16.40,NaN,KOELF,"Keep those puffy panda eyes in check with these pretty pink patches! koelf's Ruby and Bulgarian Rose Eye Patches are infused with Bulgarian rose extract and ruby powder to brighten skin and improve elasticity while hydrating and soothing it. Made with a hydrogel technology that can hold 90% of water, these little wonders hydrate the delicate undereye and allow for the nutrients to penetrate the skin effectively. Made with non-irritants, these eye patches are suitable for all skin types, including those who have sensitive skin too.",4.50 stars,60 reviews
Skin Relief Calming Cream (80ml),S$14.50,S$6,ALTHEA,What is it? A soothing cream that hydrates and repairs damage,4.68 stars,139 reviews
Natural Pure Cotton (100 pieces),S$4.30,NaN,CALMIA,"Sure, we invest in great products, but what about great tools? Don't underestimate the power of a good cotton pad: they're great for evenly spreading product, clarifying and gently exfoliating the skin. We like to keep a box of Rire's Natural Pure Cotton pads on hand! These quality comfy pads are made with 100% pure, soft cotton that's gentle on the skin, and the embossed texture also means it won't be fraying after a swipe or two for a clean and convenient use.",4.75 stars,158 reviews
Essential Power Skin Refiner Moisture (200ml),S$45.70,S$39.20,LANEIGE,"While some toners promise clearer skin, it usually comes at a price of compromising on moisture, resulting in skin that's dried out and dull. Laneige's Essential Power Skin Refiner Moisture has a thicker formula than your standard toner that is packed with moisturising properties, hydrating your skin down to the deep layers within. Made with Hydro-Ion mineral water and infused with Betula alba juice, this toner is not only moisturising but also has amino acids and minerals to improve the skin texture and reduce skin flakes, leaving your skin soft and supple, prepped for the next step of your skincare.",4.88 stars,209 reviews
Essential Balancing Skin Refiner Light (200ml),S$45.70,S$39.20,LANEIGE,"Refiners are usually heroes of simple, effective skincare. LANEIGE Essential Power Skin Refiner Light is ideal for combination to oily skin types, and it provides moisture without leaving a sticky residue. Formulated with Hydro-Ion Mineral water to supply moisture effectively to the skin and Vitamin B3 to solve skin flakes, by providing moisture and nutrients to the skin.",4.72 stars,250 reviews
V fit Mask (1 Sheet),S$2,NaN,GET IT BEAUTY,NaN,4.53 stars,15 reviews
