name,price,disc_price,brand,product_details,ratings
Moist Cream Cleanser (150ml),RM86,NaN,LANEIGE,"Facial cleansers can make those of us with dry skin cringe just at the thought of stripping away any oil we have left! Luckily for us, Laneige's Moist Cream Cleanser is here to SOS (save our skins!). Formulated with 14.9% natural oils, this cleanser not only removes dirt, but also replenishes moisture to your complexion and keep it there for a long time. It lathers up into fine bubbles that leave the skin feeling silky smooth after washing without any tightness, prepping your complexion to take on any skincare products after.",4.54 stars
Pig Clear Black Head 3-Step Kit (21g),RM8,RM7,HOLIKA HOLIKA,"Here's a little fun fact for you: pig noses don't have blackheads! Hence the mention in the name of this 3-step kit that removes even the most stubborn of impurities. This kit works in three steps to make sure you have clean, well-kept pores: step 1 works to open up them, preparing them for dirt removal; step 2 works to extract the sebum and blackheads (relish in the satisfaction you get when you peel off that sheet and see the dirt come off!); step 3 finally works to minimize the cleaned pores to ensure sebum control and smooth skin.",4.48 stars
Skin Relief Spot Film Gel (15ml),RM21,RM10,ALTHEA,NaN,4.09 stars
Freshly Juiced Vitamin Drop (35ml),RM103,NaN,"DEAR, KLAIRS","Wave bye-bye to dull skin and get yourself a freshly squeezed complexion with Dear, Klairs' Freshly Juiced Vitamin Drop serum! Packed with pure vitamin C extract, this gentle concentrate effectively brightens the skin from within, ensuring you're left with a radiant complexion without the irritation. It also comes with 5% ascorbic acid to lightly exfoliate away dead skin cell buildup, evening out the skin's texture. The result? Smooth, bright skin that's ready to take on the world!",4.60 stars
Essential Balancing Skin Refiner Light (200ml),RM139,RM117,LANEIGE,"Refiners are usually heroes of simple, effective skincare. LANEIGE Essential Power Skin Refiner Light is ideal for combination to oily skin types, and it provides moisture without leaving a sticky residue. Formulated with Hydro-Ion Mineral water to supply moisture effectively to the skin and Vitamin B3 to solve skin flakes, by providing moisture and nutrients to the skin.",4.72 stars
Bija Trouble Lotion (100ml),RM51,NaN,INNISFREE,"Troubled skin needs delicate care, and just because your face is breaking out doesn't mean you don't need to moisturize. The Bija Trouble Lotion is a facial moisturizer that works well for those with acnes as it has been tested to be non-comedogenic. It contains Jeju Bija oil, which works effectively to care for troubled skin and protect it from aging. Those with oily skin take note: this refreshing lotion moisturizes your skin without leaving behind any oily residue, resulting in skin that is healthier, clearer and brighter! Pair this with the Bija Trouble Skin for best results.",4.66 stars
Pore Purifying Serum Cleanser (150ml),RM47,RM26,ALTHEA,"Combine the powers of a cleanser and serum with Althea's Pore Purifying Serum Cleanser! This beauty superhero whisks away makeup, dirt, and oil with mint extracts while ensuring the skin stays cool and hydrated throughout thanks to a dual moisture cell system that envelopes the skin in a serum-like formula. It prevents the skin from drying out and effectively minimizes enlarged pores, keeping it smooth to the touch. This product also helps to balance the pH levels of the skin to keep it working in tip-top shape! Best of all, it's gentle on the face and suitable even for those of us with sensitive skins.

Designed and made in Korea, with love

With the belief that you deserve the best quality, at affordable prices

Always backed by a 30 day unconditional returns policy",4.62 stars
Gold & EGF Eye Spot Patch (60 Patches),RM49,NaN,PETITFEE,"Can’t get the recommended amount of 8 hours of sleep a night? That’s alright, with Petitfee’s Gold & EGF Eye Spot Patch, you can fake it till you look it! Made with black pearl collagen and gold powder, this luxurious eye mask is full of amino acids to help regeneration and purification to make the skin more plump and radiant, as well as provide anti-oxidizing and anti-aging effects to these delicate areas. Panda eyes, be gone!",4.30 stars
Advanced Snail 96 Mucin Power Essence (100ml),RM84,RM64,COSRX,"Give your skin the lovin' it needs with COSRX's Advanced Snail 96 Mucin Power Essence! This concentrate is made with 96% snail mucin extract that not only moisturizes the skin but also penetrates deep into its layers, repairing and improving elasticity from within for a supple, plump complexion. It's made without parabens, ethanol, triethanolamine, phthalate, synthetic surfactants, perfumes or colouring, so it'll work even for those of us with sensitive skins.",4.71 stars
Choosy Lip Pack (1 Sheet),RM4,NaN,PURE SMILE,NaN,4.32 stars
Essential Power Skin Refiner Moisture (200ml),RM139,RM117,LANEIGE,"While some toners promise clearer skin, it usually comes at a price of compromising on moisture, resulting in skin that's dried out and dull. Laneige's Essential Power Skin Refiner Moisture has a thicker formula than your standard toner that is packed with moisturising properties, hydrating your skin down to the deep layers within. Made with Hydro-Ion mineral water and infused with Betula alba juice, this toner is not only moisturising but also has amino acids and minerals to improve the skin texture and reduce skin flakes, leaving your skin soft and supple, prepped for the next step of your skincare.",4.88 stars
Water Bank Hydro Essence (70ml),RM199,RM151,LANEIGE,"Just like a cool, tall glass of water, LANEIGE Water Bank Hydro Essence is a lightweight concentrate infused with green mineral water and garden cress extract to deeply moisturize from within without leaving any stickiness behind. This concentrate isn't just good for instant gratification, its moisturizing properties last for long hours, giving you soft, supple skin that lasts. No wonder this range is one of Laneige's best sellers and is a huge hit with beauty lovers everywhere!",4.82 stars
Glowy Make Up Serum (5ml),RM17,NaN,LANEIGE,NaN,4.89 stars
Waterful Green Bamboo Pads (80ea),RM70,RM33,ALTHEA,What is it? Moisture pads that preps skin with maximum hydration in one step,4.87 stars
Aloe Vera Cleansing Gel Cream (150ml),RM18,NaN,NATURE REPUBLIC,"Let's be frank: while we want to have clean skin, we really don't like compromising on keeping our skin moisturized. Enter Nature Republic's Aloe Vera Cleansing Gel: a creamy cleanser that foams up into a decadent lather to cleanse your face. This baby is powerful enough to remove traces of makeup as well as dirt and impurities, yet gentle and moisturizing enough to soothe irritations and balances out the oil-to-water levels of the skin thanks to Californian certified organic aloe vera. Clean, fresh skin, here we come!",4.70 stars
Jeju Volcanic Color Clay Mask (70ml),RM33,NaN,INNISFREE,"Multi-masking is made easy with Innisfree's Jeju Volcanic Color Clay Masks! These pastel-hued creamy packs are packed (no pun intended) with nutrients from Jeju's volcanic ash extract, controlling sebum for a fresh complexion. The different colours target different skin needs: Blue contains hyaluronic acid to moisturize the skin; Yellow is formulated with vitamin C derivatives to brighten dullness; Purple has panthenol to soothe redness. Choose to use one all over the face, or apply them onto different parts of the face to spot treat them!",4.70 stars
Phyto Niacin Whitening Essence (50ml),RM109,RM71,NACIFIC,"Looking for bright ideas for your skin? Try out the Phyto Niacin Whitening Essence: a lightweight, non-sticky concentrate that evens out and brightens the skin for a radiant, dewy complexion. With niacinamide as its star ingredients, this product inhibits melanin production in the skin while still ensuring it's kept hydrated and soothed throughout it all. You'll be left with bouncy, glowy skin that's bright and supple to the touch.",4.75 stars
Blanc De Whitening Cream (50ml),RM230,RM60,CLOUD9,"One of Korea's hottest selling products (more than 10 billion bottles sold to date!), Cloud9's Blanc De Whitening Cream offers instant skin whitening effects that last up to 12 hours! Made with aloe, snow lotus, white ginseng, lily flower, houttuynia cordata, freesia, daisy and edelweiss extracts, this cream effectively reduces melanin in the skin, lightens dark UV spots, reduces redness, diminishes freckles and evens out skin tones with continuous use. This whitening cream also rejuvenates damaged, dull skin, keeping it looking healthy and supple all day. You'll have a brighter, more radiant skin in no time!",4.62 stars
Real Fresh Skin Detoxer Green Tea (150ml),RM62,RM29,ALTHEA,"The hustle and bustle of the urban life mean non-stop hectic schedules, but that doesn't mean you can't give your skin the lovin' it needs! Althea's Real Fresh Skin Detoxer is a 10-second, 2-in-1 cleanser pack that showcases real, fresh ingredients and incorporates them into a system that allows a deep, clarifying cleanse while boosting the skin with nutrients and goodness. The Green Tea edition contains real young green tea leaves and extracts from the pristine hillside of Jeju island. It helps to purify the skin and strengthening the skin barrier.",4.72 stars
Salicylic Acid Daily Gentle Cleanser (150ml),RM50,RM42,COSRX,"Rough, troubled skin is a definite no-no in our books, and that's why we look to COSRX's Salicylic Acid Exfoliating Gentle Cleanser for some TLC. Getting a cleanser that thoroughly cleanses but doesn't irritate can be a hard balance to strike, but thanks to salicylic acid, this gentle cleanser removes impurities while soothing redness and ensuring the complexion stays hydrated. It also contains natural BHA to exfoliate away dead skin cells while keeping the skin nice and supple to the touch, making it especially great for those of us with sensitive skins.",4.73 stars
Rose Water Soothing Gel (300ml),RM42,NaN,MAMONDE,NaN,4.85 stars
Nourishing Multi Oil Serum (45g),RM33,NaN,PRRETI:,NaN,4.69 stars
Water Bank Moisture Cream EX (50ml),RM184,RM142,LANEIGE,"Dry skin can be such a pain (literally!), and we thank our lucky stars Laneige's Water Bank Moisture Cream EX is here to save our skins! This rich moisturizer is infused with olive squalene to strengthen the skin's defense barrier, while 6 types of essential minerals and 3 types of vitamins are ionized to penetrate deep into the layers of the skin, making this effective instantly on dry skins. This isn't just about instant gratification: it's moisturising properties hold up a good 24 hours, making sure your skin stays soft and supple all day.",4.79 stars
